run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
r3_k128w5,none,cosine,same,False,0,,0,0,,55,0.436875,0.440777,1.0,0.810909,0.658182,0.5
