dataset,query_id,landmark,query_image,num_positives,num_junk,num_retrieved,ap,ap_simple,p@1,p@5,p@10,p@20
oxford,keble_5,keble,keble_000055,7,4,5063,0.856735,0.861429,1.0,1.0,0.6,0.3
oxford,keble_2,keble,keble_000214,7,4,5063,0.842289,0.848214,1.0,1.0,0.5,0.35
oxford,keble_3,keble,keble_000227,7,4,5063,0.77604,0.784524,1.0,0.8,0.6,0.3
oxford,keble_1,keble,keble_000245,7,4,5063,0.76712,0.786961,1.0,0.6,0.7,0.35
oxford,pitt_rivers_2,pitt_rivers,pitt_rivers_000119,6,2,5063,0.733815,0.739158,1.0,0.8,0.4,0.25
oxford,pitt_rivers_5,pitt_rivers,pitt_rivers_000058,6,2,5063,0.722779,0.726964,1.0,0.8,0.4,0.25
oxford,radcliffe_camera_2,radcliffe_camera,oxford_002904,221,127,5063,0.715422,0.715851,1.0,1.0,1.0,1.0
oxford,bodleian_5,bodleian,bodleian_000163,24,6,5063,0.691229,0.694882,1.0,1.0,1.0,0.65
oxford,pitt_rivers_4,pitt_rivers,pitt_rivers_000087,6,2,5063,0.67881,0.68003,1.0,0.8,0.4,0.2
oxford,bodleian_2,bodleian,oxford_002416,24,6,5063,0.677234,0.681521,1.0,1.0,0.8,0.75
oxford,pitt_rivers_3,pitt_rivers,pitt_rivers_000153,6,2,5063,0.653142,0.659602,1.0,0.8,0.4,0.2
oxford,bodleian_4,bodleian,bodleian_000407,24,6,5063,0.609912,0.612874,1.0,1.0,1.0,0.65
oxford,christ_church_3,christ_church,christ_church_000999,78,55,5063,0.588697,0.590292,1.0,1.0,1.0,0.9
oxford,christ_church_2,christ_church,oxford_002734,78,55,5063,0.57003,0.571277,1.0,1.0,1.0,0.9
oxford,christ_church_4,christ_church,christ_church_001020,78,55,5063,0.554908,0.556111,1.0,1.0,1.0,0.95
oxford,radcliffe_camera_4,radcliffe_camera,radcliffe_camera_000095,221,127,5063,0.550972,0.551584,1.0,1.0,1.0,1.0
