dataset,query_id,landmark,query_image,num_positives,num_junk,num_retrieved,ap,ap_simple,p@1,p@5,p@10,p@20
oxford,keble_3,keble,keble_000227,7,4,5063,0.903715,0.908163,1.0,1.0,0.6,0.35
oxford,keble_2,keble,keble_000214,7,4,5063,0.899505,0.904762,1.0,1.0,0.6,0.35
oxford,keble_5,keble,keble_000055,7,4,5063,0.89898,0.903401,1.0,1.0,0.6,0.35
oxford,keble_1,keble,keble_000245,7,4,5063,0.885159,0.889366,1.0,1.0,0.6,0.35
oxford,keble_4,keble,keble_000028,7,4,5063,0.551249,0.581621,1.0,0.6,0.5,0.3
oxford,all_souls_4,all_souls,all_souls_000051,78,33,5063,0.470693,0.471556,1.0,1.0,1.0,0.95
oxford,hertford_5,hertford,hertford_000063,54,7,5063,0.407583,0.40938,1.0,1.0,1.0,0.75
oxford,christ_church_2,christ_church,oxford_002734,78,55,5063,0.399075,0.4011,1.0,0.8,0.9,0.95
oxford,radcliffe_camera_2,radcliffe_camera,oxford_002904,221,127,5063,0.368192,0.369383,1.0,1.0,1.0,0.85
oxford,hertford_1,hertford,hertford_000015,54,7,5063,0.3502,0.352525,1.0,1.0,0.9,0.65
oxford,pitt_rivers_5,pitt_rivers,pitt_rivers_000058,6,2,5063,0.336065,0.336442,1.0,0.4,0.2,0.1
oxford,pitt_rivers_4,pitt_rivers,pitt_rivers_000087,6,2,5063,0.335376,0.335663,1.0,0.4,0.2,0.1
oxford,all_souls_3,all_souls,oxford_002985,78,33,5063,0.32968,0.331702,1.0,1.0,1.0,0.7
oxford,bodleian_5,bodleian,bodleian_000163,24,6,5063,0.320138,0.324782,1.0,0.8,0.6,0.45
oxford,radcliffe_camera_5,radcliffe_camera,bodleian_000132,221,127,5063,0.307792,0.30856,1.0,1.0,1.0,0.95
oxford,radcliffe_camera_1,radcliffe_camera,radcliffe_camera_000519,221,127,5063,0.298436,0.299037,1.0,1.0,1.0,1.0
oxford,hertford_2,hertford,oxford_001752,54,7,5063,0.29015,0.296037,1.0,0.8,0.9,0.65
oxford,radcliffe_camera_3,radcliffe_camera,radcliffe_camera_000523,221,127,5063,0.262625,0.263242,1.0,1.0,1.0,1.0
oxford,balliol_4,balliol,balliol_000194,12,6,5063,0.260185,0.2777,1.0,0.4,0.4,0.25
oxford,all_souls_2,all_souls,all_souls_000026,78,33,5063,0.255419,0.25799,1.0,1.0,0.8,0.6
oxford,christ_church_3,christ_church,christ_church_000999,78,55,5063,0.225308,0.227541,1.0,1.0,0.8,0.55
oxford,balliol_3,balliol,balliol_000167,12,6,5063,0.210607,0.215991,1.0,0.4,0.3,0.15
oxford,hertford_3,hertford,oxford_000317,54,7,5063,0.209458,0.216529,1.0,0.6,0.5,0.45
oxford,all_souls_5,all_souls,oxford_003410,78,33,5063,0.202603,0.206482,1.0,0.4,0.2,0.25
oxford,cornmarket_4,cornmarket,oxford_000545,9,4,5063,0.195104,0.209213,1.0,0.2,0.3,0.15
oxford,cornmarket_3,cornmarket,cornmarket_000019,9,4,5063,0.188945,0.200143,1.0,0.4,0.2,0.1
oxford,balliol_5,balliol,oxford_001753,12,6,5063,0.188172,0.201581,1.0,0.4,0.3,0.15
oxford,all_souls_1,all_souls,all_souls_000013,78,33,5063,0.176823,0.182038,1.0,0.4,0.3,0.35
oxford,ashmolean_1,ashmolean,ashmolean_000058,25,6,5063,0.17359,0.17726,1.0,0.6,0.4,0.3
oxford,radcliffe_camera_4,radcliffe_camera,radcliffe_camera_000095,221,127,5063,0.172584,0.17431,1.0,0.8,0.6,0.45
oxford,christ_church_1,christ_church,christ_church_000179,78,55,5063,0.171481,0.173409,1.0,1.0,0.8,0.4
oxford,pitt_rivers_1,pitt_rivers,pitt_rivers_000033,6,2,5063,0.17095,0.171994,1.0,0.2,0.1,0.05
