run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
r2_dba3dif50,none,cosine,same,False,0,3.0,3,50,0.9,55,0.681655,0.684225,1.0,0.876364,0.710909,0.619091
