run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
r2_base,none,cosine,same,False,0,,0,0,,55,0.528195,0.531706,1.0,0.836364,0.689091,0.542727
