run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
r2_dba5,none,cosine,same,False,0,3.0,5,0,,55,0.581683,0.584823,1.0,0.84,0.705455,0.573636
