run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
color,l2,cosine,same,False,0,,0,0,,55,0.094486,0.096569,1.0,0.272727,0.165455,0.104545
color,l2,chi2,same,False,0,,0,0,,55,0.103252,0.105612,1.0,0.283636,0.185455,0.120909
color,l2,hellinger,same,False,0,,0,0,,55,0.1049,0.107529,1.0,0.305455,0.198182,0.135455
color,l2,l2,same,False,0,,0,0,,55,0.094486,0.096569,1.0,0.272727,0.165455,0.104545
