run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
r3_dif100_a0.9,none,cosine,same,False,0,3.0,5,100,0.9,55,0.695952,0.698456,1.0,0.876364,0.710909,0.62
