run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
vlad_abl_nointra,none,cosine,same,False,0,,0,0,,55,0.371375,0.376673,1.0,0.694545,0.567273,0.439091
