dataset,query_id,landmark,query_image,num_positives,num_junk,num_retrieved,ap,ap_simple,p@1,p@5,p@10,p@20
oxford,keble_2,keble,keble_000214,7,4,5063,0.865041,0.871749,1.0,0.8,0.6,0.35
oxford,keble_3,keble,keble_000227,7,4,5063,0.861831,0.868481,1.0,0.8,0.6,0.35
oxford,keble_5,keble,keble_000055,7,4,5063,0.847767,0.853002,1.0,1.0,0.6,0.3
oxford,keble_1,keble,keble_000245,7,4,5063,0.799144,0.80686,1.0,0.8,0.5,0.3
oxford,keble_4,keble,keble_000028,7,4,5063,0.631011,0.663946,1.0,0.6,0.6,0.35
oxford,all_souls_4,all_souls,all_souls_000051,78,33,5063,0.488322,0.489109,1.0,1.0,1.0,1.0
oxford,christ_church_2,christ_church,oxford_002734,78,55,5063,0.473441,0.475231,1.0,1.0,0.9,0.85
oxford,radcliffe_camera_5,radcliffe_camera,bodleian_000132,221,127,5063,0.430747,0.431547,1.0,1.0,1.0,1.0
oxford,hertford_1,hertford,hertford_000015,54,7,5063,0.427381,0.429312,1.0,1.0,1.0,0.8
oxford,bodleian_5,bodleian,bodleian_000163,24,6,5063,0.427049,0.432377,1.0,0.8,0.7,0.55
oxford,hertford_5,hertford,hertford_000063,54,7,5063,0.42445,0.426836,1.0,1.0,1.0,0.8
oxford,radcliffe_camera_2,radcliffe_camera,oxford_002904,221,127,5063,0.40131,0.402304,1.0,1.0,1.0,1.0
oxford,christ_church_3,christ_church,christ_church_000999,78,55,5063,0.396846,0.398743,1.0,1.0,0.9,0.8
oxford,radcliffe_camera_1,radcliffe_camera,radcliffe_camera_000519,221,127,5063,0.366693,0.367292,1.0,1.0,1.0,1.0
oxford,all_souls_3,all_souls,oxford_002985,78,33,5063,0.361782,0.363184,1.0,1.0,1.0,0.85
oxford,pitt_rivers_4,pitt_rivers,pitt_rivers_000087,6,2,5063,0.336639,0.337064,1.0,0.4,0.2,0.1
oxford,hertford_2,hertford,oxford_001752,54,7,5063,0.333058,0.339011,1.0,0.8,0.9,0.7
oxford,radcliffe_camera_3,radcliffe_camera,radcliffe_camera_000523,221,127,5063,0.328432,0.329103,1.0,1.0,1.0,1.0
oxford,balliol_4,balliol,balliol_000194,12,6,5063,0.314962,0.326519,1.0,0.6,0.4,0.3
oxford,all_souls_2,all_souls,all_souls_000026,78,33,5063,0.306761,0.308411,1.0,1.0,1.0,0.75
oxford,christ_church_1,christ_church,christ_church_000179,78,55,5063,0.291998,0.293556,1.0,1.0,1.0,0.8
oxford,radcliffe_camera_4,radcliffe_camera,radcliffe_camera_000095,221,127,5063,0.272862,0.274367,1.0,1.0,0.8,0.75
oxford,pitt_rivers_5,pitt_rivers,pitt_rivers_000058,6,2,5063,0.268262,0.282779,1.0,0.4,0.2,0.1
oxford,hertford_4,hertford,hertford_000027,54,7,5063,0.249941,0.253187,1.0,1.0,0.7,0.45
oxford,all_souls_5,all_souls,oxford_003410,78,33,5063,0.236358,0.239486,1.0,0.8,0.7,0.45
oxford,bodleian_2,bodleian,oxford_002416,24,6,5063,0.234677,0.23997,1.0,0.6,0.5,0.3
oxford,hertford_3,hertford,oxford_000317,54,7,5063,0.229332,0.236582,1.0,0.6,0.5,0.45
oxford,ashmolean_1,ashmolean,ashmolean_000058,25,6,5063,0.226418,0.229461,1.0,0.8,0.5,0.25
oxford,balliol_3,balliol,balliol_000167,12,6,5063,0.21866,0.224588,1.0,0.4,0.2,0.15
oxford,bodleian_4,bodleian,bodleian_000407,24,6,5063,0.209114,0.214312,1.0,0.6,0.3,0.3
oxford,balliol_5,balliol,oxford_001753,12,6,5063,0.207883,0.223793,1.0,0.4,0.3,0.2
oxford,pitt_rivers_2,pitt_rivers,pitt_rivers_000119,6,2,5063,0.202734,0.211923,1.0,0.2,0.2,0.1
oxford,bodleian_3,bodleian,bodleian_000108,24,6,5063,0.198014,0.199881,1.0,0.8,0.4,0.25
oxford,cornmarket_3,cornmarket,cornmarket_000019,9,4,5063,0.192407,0.204007,1.0,0.4,0.2,0.1
oxford,christ_church_4,christ_church,christ_church_001020,78,55,5063,0.17938,0.184682,1.0,0.6,0.6,0.45
oxford,all_souls_1,all_souls,all_souls_000013,78,33,5063,0.176759,0.181637,1.0,0.4,0.3,0.25
oxford,pitt_rivers_1,pitt_rivers,pitt_rivers_000033,6,2,5063,0.170985,0.171994,1.0,0.2,0.1,0.05
oxford,pitt_rivers_3,pitt_rivers,pitt_rivers_000153,6,2,5063,0.170251,0.171,1.0,0.2,0.1,0.05
oxford,cornmarket_1,cornmarket,cornmarket_000047,9,4,5063,0.168613,0.179511,1.0,0.4,0.2,0.1
oxford,cornmarket_4,cornmarket,oxford_000545,9,4,5063,0.159515,0.1693,1.0,0.2,0.2,0.1
oxford,balliol_2,balliol,balliol_000187,12,6,5063,0.148873,0.159078,1.0,0.2,0.2,0.15
oxford,cornmarket_5,cornmarket,cornmarket_000131,9,4,5063,0.145363,0.152227,1.0,0.2,0.1,0.15
oxford,ashmolean_2,ashmolean,ashmolean_000000,25,6,5063,0.138174,0.142827,1.0,0.6,0.4,0.2
oxford,balliol_1,balliol,balliol_000051,12,6,5063,0.133888,0.141725,1.0,0.2,0.1,0.15
oxford,cornmarket_2,cornmarket,cornmarket_000105,9,4,5063,0.115157,0.115907,1.0,0.2,0.1,0.05
oxford,bodleian_1,bodleian,bodleian_000107,24,6,5063,0.08998,0.094141,1.0,0.2,0.1,0.1
oxford,magdalen_5,magdalen,magdalen_000560,54,49,5063,0.058624,0.061217,1.0,0.2,0.1,0.15
oxford,ashmolean_5,ashmolean,ashmolean_000305,25,6,5063,0.057813,0.060556,1.0,0.2,0.1,0.1
oxford,ashmolean_4,ashmolean,ashmolean_000007,25,6,5063,0.05585,0.057061,1.0,0.2,0.1,0.05
oxford,magdalen_4,magdalen,oxford_001115,54,49,5063,0.049664,0.051997,1.0,0.4,0.2,0.1
oxford,magdalen_3,magdalen,magdalen_000058,54,49,5063,0.048998,0.049617,1.0,0.4,0.2,0.1
oxford,magdalen_1,magdalen,magdalen_000078,54,49,5063,0.048969,0.049556,1.0,0.4,0.2,0.1
oxford,ashmolean_3,ashmolean,ashmolean_000269,25,6,5063,0.047606,0.048112,1.0,0.2,0.1,0.05
oxford,magdalen_2,magdalen,oxford_003335,54,49,5063,0.047148,0.049495,1.0,0.4,0.2,0.1
oxford,christ_church_5,christ_church,oxford_002562,78,55,5063,0.030352,0.030718,1.0,0.2,0.1,0.05
