run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
vlad_k256_aqe10,none,cosine,same,False,10,0.0,0,0,,55,0.494046,0.49772,0.927273,0.770909,0.652727,0.533636
