run,normalization,metric,database,exclude_query,query_expansion,qe_alpha,dba,diffusion,diffusion_alpha,num_queries,mAP,mAP_simple,mP@1,mP@5,mP@10,mP@20
r4_dif200,none,cosine,same,False,0,3.0,5,200,0.9,55,0.694854,0.69739,1.0,0.876364,0.709091,0.617273
